customer_id,plan_type,contract_type,subscription_date,total_users,unsubscribed_date,first_billing_date,date_corrected,effective_start,churn,tenure_days,monthly_usage_hrs,feature_adoption_pct,days_since_login,total_billed,avg_payment_value,total_transactions,dunning_count,payment_count,last_billing_date,avg_days_late,max_days_late,late_payment_count,last_payment_date,dunning_ratio,days_since_last_payment,nps_latest,nps_first,nps_avg,nps_min,nps_count,last_survey_date,nps_trend,days_since_survey,ticket_count,critical_tickets,high_tickets,billing_tickets,technical_tickets,feature_req_tickets,open_tickets,resolved_tickets,last_ticket_date,open_ticket_ratio,critical_ticket_ratio,days_since_last_ticket,has_nps
C-0763,starter,monthly,2024-09-30,1,2024-12-31,2021-10-31,1,2021-10-31,1,1157,40.8,83.4,0,4999.28,131.56,38,0,38,2024-12-01,0.0,0,0,2024-12-01,0.0,30,3.0,6.0,4.5,3.0,2.0,2024-10-18,-3.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,394.0,1
C-0764,enterprise,monthly,2021-10-31,77,2024-10-09,2024-03-02,0,2024-03-02,1,221,149.3,72.6,83,24750.8,3093.85,8,0,8,2024-10-02,0.0,0,0,2024-10-02,0.0,90,10.0,10.0,10.0,10.0,1.0,2024-08-21,0.0,132.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2024-10-07,0.0,0.0,85.0,1
C-0765,enterprise,monthly,2021-05-31,79,2024-11-03,2022-07-01,0,2022-07-01,1,856,296.3,15.3,73,31789.510000000002,1096.19,29,0,29,2024-11-01,0.0,0,0,2024-11-01,0.0,60,5.0,5.0,5.0,5.0,1.0,2024-03-25,0.0,281.0,5.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,2024-10-21,0.4,0.0,71.0,1
C-0766,professional,monthly,2022-10-31,11,2024-11-05,2021-07-01,1,2021-07-01,1,1223,34.7,15.9,74,17832.95,434.95000000000005,41,0,41,2024-11-01,0.0,0,0,2024-11-01,0.0,60,8.0,8.0,8.0,8.0,1.0,2024-10-18,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,394.0,1
C-0767,enterprise,annual,2022-02-28,94,,2024-03-31,0,2024-03-31,0,275,83.5,24.2,19,129995.52,32498.88,4,3,1,2024-03-31,6.0,6,1,2024-04-06,0.75,269,10.0,10.0,10.0,10.0,1.0,2024-12-16,0.0,15.0,10.0,1.0,5.0,4.0,2.0,2.0,2.0,8.0,2024-12-06,0.2,0.1,25.0,1
C-0768,starter,annual,2022-06-30,4,2024-10-10,2023-08-31,0,2023-08-31,1,406,11.7,27.0,82,2302.8,1151.4,2,0,2,2024-08-31,4.0,7,2,2024-09-07,0.0,115,5.0,5.0,5.0,5.0,0.0,,0.0,393.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2024-10-07,0.0,0.0,85.0,0
C-0769,starter,monthly,2023-07-31,2,2024-11-15,2021-08-31,1,2021-08-31,1,1172,46.9,89.9,46,2773.6800000000003,71.12,39,0,39,2024-10-31,0.5384615384615384,7,4,2024-11-05,0.0,56,5.0,5.0,5.0,5.0,1.0,2024-03-08,0.0,298.0,6.0,1.0,2.0,1.0,3.0,0.0,2.0,4.0,2024-11-09,0.3333333333333333,0.16666666666666666,52.0,1
C-0770,enterprise,monthly,2022-05-31,93,2024-11-06,2022-03-31,1,2022-03-31,1,951,115.6,28.3,55,112887.36,3527.73,32,0,32,2024-10-31,1.15625,13,4,2024-10-31,0.0,61,1.0,0.0,0.5,0.0,2.0,2024-08-25,1.0,128.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2024-10-06,0.0,0.0,86.0,1
C-0771,starter,annual,2022-10-31,2,,2021-12-31,1,2021-12-31,0,1096,14.1,59.9,34,5915.52,1478.88,4,1,3,2023-12-31,6.0,11,3,2024-01-11,0.25,355,9.0,10.0,9.5,9.0,2.0,2024-10-04,-1.0,88.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2024-11-21,0.0,0.0,40.0,1
C-0772,starter,annual,2023-11-30,3,2024-10-20,2021-05-01,1,2021-05-01,1,1268,56.2,15.5,72,10724.400000000001,2144.88,5,1,4,2024-05-01,7.75,11,4,2024-05-08,0.2,237,5.0,5.0,5.0,5.0,1.0,2024-08-14,0.0,139.0,8.0,1.0,1.0,2.0,3.0,2.0,1.0,7.0,2024-10-17,0.125,0.125,75.0,1
C-0773,professional,monthly,2023-03-31,6,,2021-10-01,1,2021-10-01,0,1187,86.0,33.4,69,26069.550000000003,668.45,39,0,39,2024-12-01,0.0,0,0,2024-12-01,0.0,30,1.0,1.0,1.0,1.0,1.0,2024-11-29,0.0,32.0,9.0,2.0,2.0,3.0,5.0,0.0,1.0,8.0,2024-12-22,0.1111111111111111,0.2222222222222222,9.0,1
C-0774,professional,monthly,2022-01-31,19,2024-11-27,2021-07-31,1,2021-07-31,1,1215,56.3,35.6,34,11881.6,297.04,40,0,40,2024-10-31,0.325,13,1,2024-10-31,0.0,61,9.0,9.0,9.0,9.0,1.0,2024-08-30,0.0,123.0,13.0,3.0,2.0,5.0,4.0,1.0,4.0,9.0,2024-11-26,0.3076923076923077,0.23076923076923078,35.0,1
C-0775,starter,annual,2024-01-31,5,,2022-10-01,1,2022-10-01,0,822,54.9,92.5,69,2792.88,930.96,3,0,3,2024-10-01,8.0,14,3,2024-10-09,0.0,83,0.0,0.0,0.0,0.0,1.0,2024-07-26,0.0,158.0,13.0,0.0,2.0,5.0,4.0,1.0,2.0,11.0,2024-12-27,0.15384615384615385,0.0,4.0,1
C-0776,enterprise,annual,2021-10-31,68,,2021-12-31,0,2021-12-31,0,1096,55.6,78.2,72,125225.63999999998,41741.88,3,0,3,2023-12-31,6.666666666666667,15,2,2024-01-05,0.0,361,7.0,7.0,7.0,7.0,1.0,2024-08-21,0.0,132.0,4.0,0.0,1.0,2.0,1.0,0.0,0.0,4.0,2024-11-12,0.0,0.0,49.0,1
C-0777,enterprise,annual,2022-02-28,94,,2023-03-31,0,2023-03-31,0,641,221.4,87.1,42,160483.8,32096.76,5,3,2,2024-03-31,8.5,15,2,2024-04-02,0.6,273,5.0,5.0,5.0,5.0,1.0,2024-11-03,0.0,58.0,4.0,1.0,2.0,0.0,3.0,1.0,1.0,3.0,2024-12-19,0.25,0.25,12.0,1
C-0778,enterprise,monthly,2023-10-31,64,,2024-10-31,0,2024-10-31,0,61,186.8,79.5,0,7498.5,3749.25,2,0,2,2024-12-01,14.0,15,2,2024-12-14,0.0,17,1.0,1.0,1.0,1.0,1.0,2024-12-15,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,394.0,1
C-0779,professional,monthly,2023-07-31,8,2024-10-31,2023-10-31,0,2023-10-31,1,366,39.8,34.9,61,5565.43,428.11,13,0,13,2024-10-31,0.0,0,0,2024-10-31,0.0,61,10.0,10.0,10.0,10.0,1.0,2024-08-01,0.0,152.0,7.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,2024-10-31,0.42857142857142855,0.14285714285714285,61.0,1
C-0780,enterprise,monthly,2023-05-31,93,2024-11-22,2021-12-01,1,2021-12-01,1,1087,148.3,48.1,39,133524.0,3709.0,36,0,36,2024-11-01,0.3611111111111111,9,2,2024-11-01,0.0,60,4.0,6.0,5.0,4.0,2.0,2024-07-26,-2.0,158.0,4.0,0.0,2.0,2.0,1.0,1.0,0.0,4.0,2024-10-25,0.0,0.0,67.0,1
C-0781,enterprise,annual,2021-02-28,46,2024-11-25,2022-05-31,0,2022-05-31,1,909,274.4,55.3,36,132991.2,44330.4,3,0,3,2024-05-31,9.333333333333334,12,3,2024-06-09,0.0,205,7.0,6.0,6.5,6.0,2.0,2024-11-13,1.0,48.0,9.0,0.0,2.0,2.0,6.0,0.0,1.0,8.0,2024-11-21,0.1111111111111111,0.0,40.0,1
C-0782,enterprise,monthly,2024-06-30,26,2024-10-13,2021-05-01,1,2021-05-01,1,1261,133.3,66.9,79,127343.57999999999,3031.99,42,0,42,2024-10-01,0.40476190476190477,7,5,2024-10-01,0.0,91,1.0,1.0,1.0,1.0,1.0,2024-09-26,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,394.0,1
C-0783,professional,annual,2024-09-30,5,2024-12-14,2023-08-31,1,2023-08-31,1,471,79.8,52.9,17,21613.2,4322.64,5,3,2,2024-08-31,10.0,11,2,2024-09-09,0.6,113,0.0,0.0,0.0,0.0,2.0,2024-08-24,0.0,129.0,10.0,0.0,1.0,2.0,6.0,1.0,3.0,7.0,2024-12-08,0.3,0.0,23.0,1
C-0784,starter,monthly,2023-08-31,2,,2021-12-01,1,2021-12-01,0,1126,22.0,28.3,71,4495.87,121.50999999999999,37,0,37,2024-12-01,0.24324324324324326,9,1,2024-12-01,0.0,30,5.0,5.0,5.0,5.0,0.0,,0.0,393.0,14.0,3.0,5.0,5.0,4.0,1.0,4.0,10.0,2024-12-28,0.2857142857142857,0.21428571428571427,3.0,0
C-0785,enterprise,monthly,2024-09-30,27,,2022-07-31,1,2022-07-31,0,884,139.3,38.2,71,67038.14,2311.66,29,0,29,2024-12-01,0.5517241379310345,12,3,2024-12-01,0.0,30,5.0,2.0,3.5,2.0,2.0,2024-08-30,3.0,123.0,15.0,1.0,7.0,5.0,3.0,3.0,2.0,13.0,2024-12-16,0.13333333333333333,0.06666666666666667,15.0,1
C-0786,starter,annual,2022-12-31,5,,2022-08-31,1,2022-08-31,0,853,17.5,50.5,84,5915.88,1971.96,3,0,3,2024-08-31,3.3333333333333335,7,2,2024-09-07,0.0,115,6.0,6.0,6.0,6.0,1.0,2024-09-19,0.0,103.0,5.0,0.0,3.0,0.0,3.0,0.0,1.0,4.0,2024-12-29,0.2,0.0,2.0,1
C-0787,professional,monthly,2023-09-30,14,2024-11-18,2024-10-01,0,2024-10-01,1,48,42.8,32.2,43,461.52,230.76,2,0,2,2024-11-01,0.0,0,0,2024-11-01,0.0,60,6.0,6.0,6.0,6.0,1.0,2024-03-10,0.0,296.0,9.0,1.0,2.0,2.0,3.0,1.0,1.0,8.0,2024-11-05,0.1111111111111111,0.1111111111111111,56.0,1
C-0788,professional,monthly,2023-10-31,19,,2021-10-31,1,2021-10-31,0,1157,101.5,34.3,0,13653.4,359.3,38,0,38,2024-12-01,0.0,0,0,2024-12-01,0.0,30,4.0,2.0,3.0,2.0,2.0,2024-07-15,2.0,169.0,14.0,0.0,4.0,2.0,7.0,3.0,4.0,10.0,2024-12-20,0.2857142857142857,0.0,11.0,1
C-0789,starter,monthly,2021-02-28,2,2024-10-26,2021-05-31,0,2021-05-31,1,1244,14.3,51.0,77,6632.9800000000005,161.78,41,0,41,2024-10-01,0.9512195121951219,12,5,2024-10-01,0.0,91,5.0,5.0,5.0,5.0,0.0,,0.0,393.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,4.0,2024-10-11,0.0,0.25,81.0,0
C-0790,starter,monthly,2021-11-30,4,2024-11-16,2022-10-31,0,2022-10-31,1,747,13.5,82.7,83,3681.25,147.25,25,0,25,2024-10-31,0.36,8,2,2024-10-31,0.0,61,9.0,9.0,9.0,9.0,1.0,2024-09-15,0.0,107.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,2024-10-31,0.0,0.0,61.0,1
C-0791,starter,monthly,2022-10-31,2,,2022-03-03,1,2022-03-03,0,1034,40.6,85.2,36,6489.92,190.88,34,0,34,2024-12-03,0.9117647058823529,11,4,2024-12-03,0.0,28,1.0,4.0,2.5,1.0,2.0,2024-07-13,-3.0,171.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,2024-12-04,0.0,0.0,27.0,1
C-0792,professional,annual,2020-12-31,3,,2022-07-01,0,2022-07-01,0,914,30.5,83.2,56,22726.079999999998,7575.36,3,0,3,2024-07-01,2.3333333333333335,5,2,2024-07-06,0.0,178,7.0,10.0,8.5,7.0,2.0,2024-08-31,-3.0,122.0,12.0,3.0,1.0,4.0,6.0,1.0,6.0,6.0,2024-12-20,0.5,0.25,11.0,1
C-0793,starter,monthly,2021-11-30,5,2024-11-05,2023-07-31,0,2023-07-31,1,463,58.4,54.2,56,2109.28,131.83,16,0,16,2024-10-31,1.5625,14,2,2024-10-31,0.0,61,1.0,1.0,1.0,1.0,1.0,2024-08-15,0.0,138.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,2024-10-26,0.0,0.3333333333333333,66.0,1
C-0794,professional,annual,2021-05-31,12,,2022-05-31,0,2022-05-31,0,945,98.6,75.9,89,16883.52,4220.88,4,1,3,2024-05-31,3.6666666666666665,9,3,2024-06-09,0.25,205,8.0,8.0,8.0,8.0,1.0,2024-08-27,0.0,126.0,13.0,1.0,4.0,4.0,4.0,1.0,3.0,10.0,2024-12-13,0.23076923076923078,0.07692307692307693,18.0,1
C-0795,professional,monthly,2024-01-31,19,2024-11-12,2022-10-31,1,2022-10-31,1,743,31.8,66.6,49,14477.75,579.11,25,0,25,2024-10-31,0.76,9,4,2024-11-03,0.0,58,4.0,1.0,2.5,1.0,2.0,2024-10-07,3.0,85.0,5.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,2024-11-05,0.4,0.0,56.0,1
C-0796,professional,monthly,2024-02-29,13,,2023-12-01,1,2023-12-01,0,396,100.4,23.8,88,3234.14,248.78,13,0,13,2024-12-01,1.7692307692307692,10,4,2024-12-11,0.0,20,7.0,10.0,8.5,7.0,2.0,2024-10-17,-3.0,75.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2024-11-19,0.0,0.0,42.0,1
C-0797,professional,monthly,2021-09-30,16,2024-10-03,2023-03-31,0,2023-03-31,1,552,28.4,11.7,89,6008.370000000001,316.23,19,0,19,2024-10-01,0.7894736842105263,13,2,2024-10-01,0.0,91,7.0,5.0,6.0,5.0,2.0,2024-08-06,2.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,394.0,1
C-0798,enterprise,annual,2023-09-30,53,,2022-01-31,1,2022-01-31,0,1065,125.5,62.8,54,142578.0,47526.0,3,0,3,2024-01-31,4.333333333333333,10,2,2024-02-03,0.0,332,9.0,9.0,9.0,9.0,1.0,2024-10-29,0.0,63.0,15.0,2.0,1.0,4.0,4.0,3.0,5.0,10.0,2024-12-30,0.3333333333333333,0.13333333333333333,1.0,1
C-0799,enterprise,monthly,2022-02-28,14,,2024-01-31,0,2024-01-31,0,335,72.6,52.2,57,28008.09,2546.19,11,0,11,2024-12-01,0.0,0,0,2024-12-01,0.0,30,3.0,3.0,3.0,3.0,1.0,2024-08-26,0.0,127.0,8.0,3.0,1.0,2.0,2.0,1.0,3.0,5.0,2024-12-24,0.375,0.375,7.0,1
C-0800,professional,monthly,2024-04-30,10,2024-11-20,2021-10-31,1,2021-10-31,1,1116,34.2,75.0,41,27901.43,754.0927027027027,37,0,37,2024-10-31,1.1891891891891893,14,5,2024-10-31,0.0,61,5.0,5.0,5.0,5.0,0.0,,0.0,393.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2024-11-10,0.6666666666666666,0.0,51.0,0
C-0801,starter,monthly,2023-12-31,3,,2022-03-03,1,2022-03-03,0,1034,45.5,39.5,9,2004.4199999999998,58.9535294117647,34,0,34,2024-12-03,0.7352941176470589,9,3,2024-12-12,0.0,19,1.0,3.0,2.0,1.0,2.0,2024-09-09,-2.0,113.0,16.0,1.0,1.0,4.0,6.0,2.0,4.0,12.0,2024-12-25,0.25,0.0625,6.0,1
C-0802,enterprise,monthly,2023-04-30,46,,2023-10-31,0,2023-10-31,0,427,277.6,60.7,25,30777.04,2198.36,14,0,14,2024-12-01,2.5,14,3,2024-12-01,0.0,30,2.0,2.0,2.0,2.0,1.0,2024-07-09,0.0,175.0,14.0,1.0,2.0,5.0,5.0,1.0,5.0,9.0,2024-12-22,0.35714285714285715,0.07142857142857142,9.0,1
C-0803,starter,monthly,2023-09-30,2,,2023-07-31,1,2023-07-31,0,519,57.5,54.6,5,2466.53,145.09,17,0,17,2024-12-01,0.0,0,0,2024-12-01,0.0,30,6.0,6.0,6.0,6.0,1.0,2024-09-23,0.0,99.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,2024-11-10,0.0,0.6666666666666666,51.0,1
C-0804,enterprise,monthly,2022-04-30,97,2024-10-09,2023-05-31,0,2023-05-31,1,497,101.9,45.3,83,33148.98,1949.9400000000003,17,0,17,2024-10-01,0.29411764705882354,5,1,2024-10-01,0.0,91,5.0,5.0,5.0,5.0,0.0,,0.0,393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,394.0,0
C-0805,starter,monthly,2024-01-31,5,2024-12-27,2021-03-03,1,2021-03-03,1,1395,12.4,66.4,4,5083.92,110.52,46,0,46,2024-12-03,0.32608695652173914,13,2,2024-12-16,0.0,15,2.0,1.0,1.5,1.0,2.0,2024-09-04,1.0,118.0,16.0,1.0,3.0,6.0,2.0,1.0,5.0,11.0,2024-12-25,0.3125,0.0625,6.0,1
C-0806,starter,annual,2021-11-30,2,2024-11-01,2024-07-01,0,2024-07-01,1,123,39.1,90.5,60,5421.0,1084.2,5,4,1,2024-07-01,1.0,1,1,2024-07-02,0.8,182,5.0,5.0,5.0,5.0,0.0,,0.0,393.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2024-04-25,0.0,0.0,250.0,0
C-0807,starter,monthly,2021-06-30,3,,2024-10-01,0,2024-10-01,0,91,45.2,55.6,49,447.45,89.49,5,2,3,2024-12-01,7.666666666666667,14,3,2024-12-15,0.4,16,0.0,0.0,0.0,0.0,1.0,2024-11-09,0.0,52.0,6.0,0.0,1.0,0.0,3.0,1.0,0.0,6.0,2024-12-23,0.0,0.0,8.0,1
C-0808,starter,annual,2021-10-31,2,,2023-08-31,0,2023-08-31,0,488,40.0,84.6,4,6004.2,1200.84,5,3,2,2024-08-31,6.0,9,2,2024-09-09,0.6,113,5.0,7.0,6.0,5.0,2.0,2024-07-24,-2.0,160.0,8.0,1.0,3.0,4.0,2.0,0.0,3.0,5.0,2024-12-10,0.375,0.125,21.0,1
C-0809,enterprise,annual,2023-01-31,24,,2024-10-01,0,2024-10-01,0,91,273.7,94.4,0,96195.36,48097.68,2,1,1,2024-10-01,2.0,2,1,2024-10-03,0.5,89,4.0,1.0,2.5,1.0,2.0,2024-08-23,3.0,130.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2024-08-24,0.5,0.5,129.0,1
C-0810,enterprise,monthly,2022-05-31,44,2024-12-27,2022-12-31,0,2022-12-31,1,727,91.3,14.4,4,104440.79999999999,4351.7,24,0,24,2024-12-01,0.4583333333333333,8,3,2024-12-01,0.0,30,5.0,5.0,5.0,5.0,0.0,,0.0,393.0,17.0,1.0,5.0,3.0,7.0,3.0,7.0,10.0,2024-12-24,0.4117647058823529,0.058823529411764705,7.0,0
C-0811,enterprise,annual,2023-01-31,55,,2023-10-01,0,2023-10-01,0,457,141.5,44.2,75,41268.48,20634.24,2,0,2,2024-10-01,0.0,0,0,2024-10-01,0.0,91,8.0,10.0,9.0,8.0,2.0,2024-10-12,-2.0,80.0,13.0,0.0,3.0,3.0,4.0,4.0,4.0,9.0,2024-12-23,0.3076923076923077,0.0,8.0,1
C-0812,starter,monthly,2024-03-31,3,2024-10-18,2023-10-31,1,2023-10-31,1,353,47.1,55.0,74,1702.56,141.88,12,0,12,2024-10-01,0.0,0,0,2024-10-01,0.0,91,9.0,9.0,9.0,9.0,1.0,2024-05-30,0.0,215.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2024-10-15,0.5,0.0,77.0,1
C-0813,starter,monthly,2023-07-31,2,,2021-03-03,1,2021-03-03,0,1399,49.9,87.1,58,8917.1,193.85,46,0,46,2024-12-03,0.782608695652174,8,5,2024-12-03,0.0,28,9.0,8.0,8.5,8.0,2.0,2024-07-19,1.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,394.0,1
C-0814,professional,monthly,2024-02-29,11,,2021-12-01,1,2021-12-01,0,1126,21.3,48.8,3,22358.36,604.28,37,0,37,2024-12-01,0.32432432432432434,7,3,2024-12-01,0.0,30,1.0,3.0,2.0,1.0,2.0,2024-10-29,-2.0,63.0,12.0,1.0,4.0,4.0,3.0,2.0,1.0,11.0,2024-12-26,0.08333333333333333,0.08333333333333333,5.0,1
C-0815,starter,monthly,2023-04-30,5,,2022-10-31,1,2022-10-31,0,792,20.7,75.1,82,2653.2999999999997,102.04999999999998,26,0,26,2024-12-01,0.15384615384615385,3,2,2024-12-01,0.0,30,6.0,6.0,6.0,6.0,1.0,2024-09-10,0.0,112.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2024-12-14,1.0,0.0,17.0,1
C-0816,starter,annual,2023-06-30,2,2024-12-26,2020-12-31,1,2020-12-31,1,1456,9.7,24.4,5,7524.48,1881.12,4,0,4,2023-12-31,1.75,7,1,2023-12-31,0.0,366,4.0,5.0,4.5,4.0,2.0,2024-08-10,-1.0,143.0,7.0,1.0,2.0,0.0,4.0,1.0,0.0,7.0,2024-12-21,0.0,0.14285714285714285,10.0,1
C-0817,starter,annual,2023-10-31,4,,2021-12-01,1,2021-12-01,0,1126,4.2,82.5,12,3156.48,789.12,4,0,4,2024-12-01,3.5,7,3,2024-12-08,0.0,23,3.0,3.0,3.0,3.0,1.0,2024-07-08,0.0,176.0,17.0,1.0,4.0,4.0,4.0,6.0,4.0,13.0,2024-12-30,0.23529411764705882,0.058823529411764705,1.0,1
C-0818,starter,monthly,2023-08-31,3,2024-12-25,2021-05-31,1,2021-05-31,1,1304,7.3,93.5,6,7460.200000000001,169.55,44,0,44,2024-12-01,1.25,15,4,2024-12-01,0.0,30,2.0,4.0,3.0,2.0,2.0,2024-11-15,-2.0,46.0,6.0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,2024-12-18,0.3333333333333333,0.0,13.0,1
C-0819,starter,monthly,2021-10-31,1,2024-10-11,2024-01-31,0,2024-01-31,1,254,41.4,32.9,81,1197.6299999999999,133.07,9,0,9,2024-10-01,1.7777777777777777,8,2,2024-10-01,0.0,91,4.0,4.0,4.0,4.0,1.0,2024-07-02,0.0,182.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2024-01-11,0.0,0.0,355.0,1
C-0820,starter,annual,2021-07-31,2,2024-10-03,2024-03-02,0,2024-03-02,1,215,15.9,29.7,89,907.44,907.44,1,0,1,2024-03-02,0.0,0,0,2024-03-02,0.0,304,0.0,0.0,0.0,0.0,1.0,2024-08-15,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,394.0,1
C-0821,starter,monthly,2024-05-31,2,2024-11-19,2021-10-01,1,2021-10-01,1,1145,40.2,32.5,42,2876.22,75.69,38,0,38,2024-11-01,1.131578947368421,15,5,2024-11-01,0.0,60,0.0,0.0,0.0,0.0,2.0,2024-07-24,0.0,160.0,7.0,0.0,2.0,3.0,2.0,0.0,1.0,6.0,2024-11-16,0.14285714285714285,0.0,45.0,1
C-0822,professional,monthly,2021-01-31,13,2024-10-11,2023-10-01,0,2023-10-01,1,376,118.7,92.7,81,5218.07,401.39,13,0,13,2024-10-01,2.0,12,3,2024-10-01,0.0,91,7.0,7.0,7.0,7.0,1.0,2024-10-11,0.0,81.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2024-10-09,0.0,0.5,83.0,1
C-0823,starter,annual,2022-09-30,4,2024-11-03,2022-03-03,1,2022-03-03,1,976,44.6,34.3,58,3283.92,1094.64,3,0,3,2024-03-03,8.0,15,2,2024-03-18,0.0,288,9.0,9.0,9.0,9.0,1.0,2024-10-09,0.0,83.0,7.0,1.0,1.0,3.0,2.0,0.0,1.0,6.0,2024-11-03,0.14285714285714285,0.14285714285714285,58.0,1
C-0824,starter,monthly,2024-10-31,1,2024-11-30,2021-12-31,1,2021-12-31,1,1065,39.2,60.8,31,2743.2999999999997,78.38,35,0,35,2024-10-31,0.2857142857142857,4,3,2024-10-31,0.0,61,3.0,2.0,2.5,2.0,2.0,2024-07-20,1.0,164.0,8.0,0.0,3.0,1.0,4.0,1.0,3.0,5.0,2024-11-28,0.375,0.0,33.0,1
C-0825,professional,monthly,2022-08-31,18,,2024-05-01,0,2024-05-01,0,244,63.5,81.4,53,5062.32,632.79,8,0,8,2024-12-01,3.0,13,3,2024-12-01,0.0,30,1.0,1.0,1.0,1.0,1.0,2024-09-01,0.0,121.0,7.0,2.0,1.0,2.0,5.0,0.0,5.0,2.0,2024-12-22,0.7142857142857143,0.2857142857142857,9.0,1
C-0826,enterprise,monthly,2023-01-31,86,2024-10-02,2023-12-31,0,2023-12-31,1,276,122.9,66.8,90,32683.4,3268.34,10,0,10,2024-10-01,1.4,8,3,2024-10-09,0.0,83,5.0,5.0,5.0,5.0,0.0,,0.0,393.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,394.0,0
C-0827,professional,monthly,2024-04-30,5,2024-10-16,2023-05-01,1,2023-05-01,1,534,85.3,33.7,76,5697.900000000001,316.55,18,0,18,2024-10-01,0.8333333333333334,15,1,2024-10-01,0.0,91,2.0,2.0,2.0,2.0,1.0,2024-08-20,0.0,133.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2024-10-15,0.5,0.0,77.0,1
C-0828,starter,monthly,2024-09-30,1,2024-12-09,2023-10-01,1,2023-10-01,1,435,43.8,26.7,22,1196.78,79.78533333333333,15,0,15,2024-12-01,0.2,3,1,2024-12-01,0.0,30,1.0,1.0,1.0,1.0,1.0,2024-05-07,0.0,238.0,12.0,0.0,2.0,3.0,1.0,4.0,3.0,9.0,2024-12-08,0.25,0.0,23.0,1
C-0829,enterprise,monthly,2023-10-31,100,2024-10-05,2022-05-01,1,2022-05-01,1,888,242.9,34.8,87,109885.8,3662.86,30,0,30,2024-10-01,0.5333333333333333,14,2,2024-10-01,0.0,91,2.0,2.0,2.0,2.0,1.0,2024-03-26,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,394.0,1
C-0830,starter,monthly,2021-06-30,3,2024-11-05,2024-01-31,0,2024-01-31,1,279,59.3,78.9,56,778.3,77.83,10,0,10,2024-10-31,0.0,0,0,2024-10-31,0.0,61,10.0,10.0,10.0,10.0,1.0,2024-07-08,0.0,176.0,6.0,1.0,1.0,2.0,2.0,0.0,1.0,5.0,2024-10-26,0.16666666666666666,0.16666666666666666,66.0,1
C-0831,enterprise,annual,2021-04-30,99,,2021-12-01,0,2021-12-01,0,1126,276.3,64.7,35,180776.64,45194.16,4,0,4,2024-12-01,2.0,8,1,2024-12-01,0.0,30,6.0,6.0,6.0,6.0,1.0,2024-10-26,0.0,66.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2024-12-06,1.0,0.0,25.0,1
C-0832,professional,monthly,2021-08-31,14,,2021-07-01,1,2021-07-01,0,1279,56.2,88.5,70,32452.14,772.67,42,0,42,2024-12-01,0.023809523809523808,1,1,2024-12-01,0.0,30,3.0,6.0,4.5,3.0,2.0,2024-10-16,-3.0,76.0,10.0,1.0,5.0,2.0,5.0,1.0,3.0,7.0,2024-12-22,0.3,0.1,9.0,1
C-0833,professional,annual,2021-01-31,3,2024-12-28,2021-10-31,0,2021-10-31,1,1154,101.1,38.9,74,25147.800000000003,5029.56,5,1,4,2024-10-31,10.25,13,4,2024-11-08,0.2,53,10.0,10.0,10.0,10.0,1.0,2024-10-25,0.0,67.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2024-11-11,0.0,0.0,50.0,1
