text,intent
perbandingan hengkang antar segmen,SEGMEN_ANALISIS
apa pola nasabah yang resign di plan premium,FAKTOR_CHURN
metode untuk nasabah yang jumlah tiket-nya rendah,STRATEGI_RETENSI
teknik random forest berhenti berlangganan,MODEL_INFO
chart perubahan off,TREN_CHURN
susun surat elektronik follow up untuk konsumen C-0047,DRAF_EMAIL
apakah berhenti naik atau turun 90 hari terakhir,TREN_CHURN
hitung akun yang probabilitas tidak perpanjang-nya di atas 70 persen,JUMLAH_RISIKO_TINGGI
seberapa banyak akun kontrak bulanan yang mau berhenti berlangganan,JUMLAH_RISIKO_TINGGI
good morning,GREETING
bikin teks penawaran follow up untuk klien C-0700,DRAF_EMAIL
chart berhenti untuk kontrak kuartalan,TREN_CHURN
hey,GREETING
jumlah user kontrak semi-annual yang mau resign,JUMLAH_RISIKO_TINGGI
berapa akun kontrak monthly yang mau tidak perpanjang,JUMLAH_RISIKO_TINGGI
ringkasan performa bisnis 30 hari terakhir,METRIK_OVERVIEW
teknik teknologi untuk resign,MODEL_INFO
kontrak triwulan yang paling banyak tidak perpanjang,SEGMEN_ANALISIS
lihat chart pembatalan bulan ini,TREN_CHURN
buka risk score untuk pelanggan C-0600,ANALISIS_PELANGGAN
seberapa banyak konsumen yang probabilitas churn-nya di atas 70 persen,JUMLAH_RISIKO_TINGGI
susunkan draf pesan untuk akun C-0120,DRAF_EMAIL
statistik off rate tahun ini,TREN_CHURN
berapa banyak pengguna kontrak monthly yang mau cabut,JUMLAH_RISIKO_TINGGI
gimana kabar,GREETING
kenapa banyak pelanggan semi-annual yang berhenti berlangganan,FAKTOR_CHURN
minta ketikkan email untuk pelanggan C-0003,DRAF_EMAIL
teknik random forest untuk aktif lagi,MODEL_INFO
cara menjaga user agar tidak berhenti,STRATEGI_RETENSI
berapa member baru kuartal,METRIK_OVERVIEW
driver apa saja yang menyebabkan keluar,FAKTOR_CHURN
akun premium dengan skor kepuasan rendah siapa,VIP_RISK
hitung customer yang mau berhenti berlangganan,JUMLAH_RISIKO_TINGGI
hai malam,GREETING
jumlah nasabah kontrak semi-annual yang mau churn,JUMLAH_RISIKO_TINGGI
perlihatkan skor kepuasan untuk nasabah C-0002,ANALISIS_PELANGGAN
berapa pelanggan baru bulan,METRIK_OVERVIEW
periksa dunning count untuk nasabah C-0050,ANALISIS_PELANGGAN
berapa banyak akun yang probabilitas tidak aktif lagi-nya di atas 70 persen,JUMLAH_RISIKO_TINGGI
cabut tiap kelompok member,SEGMEN_ANALISIS
pola tidak lanjut pengguna,TREN_CHURN
jumlah pelanggan kontrak monthly yang mau berhenti berlangganan,JUMLAH_RISIKO_TINGGI
kasih tau rekomendasi biar tidak lanjut turun,STRATEGI_RETENSI
selamat pagi,GREETING
evolusi mundur plan professional gimana,TREN_CHURN
status lanjut saat ini,METRIK_OVERVIEW
upaya untuk member yang nilai kontrak-nya rendah,STRATEGI_RETENSI
subscriber pelanggan prioritas dengan total tagihan rendah siapa,VIP_RISK
hitungan pengguna kontrak tahunan yang mau resign,JUMLAH_RISIKO_TINGGI
tuliskan penawaran khusus via pesan follow up untuk klien basic,DRAF_EMAIL
hi there,GREETING
gimana caranya biar user ga tidak perpanjang,STRATEGI_RETENSI
bagaimana cara kerja algoritma cancel,MODEL_INFO
howdy,GREETING
boleh tanya,GREETING
cara menjaga pengguna agar tidak tidak aktif lagi,STRATEGI_RETENSI
hitungan subscriber kontrak triwulan yang mau berhenti,JUMLAH_RISIKO_TINGGI
kolom apa yang dipakai model ML prediksi putus kontrak,MODEL_INFO
teknik random forest untuk,MODEL_INFO
halo copilot,GREETING
bagaimana tenure berbeda antar professional,SEGMEN_ANALISIS
bagaimana risk score berbeda antar paket kuartalan,SEGMEN_ANALISIS
apakah ada kenaikan tidak aktif lagi semester ini,TREN_CHURN
mohon ketikkan pesan retensi untuk user C-0050,DRAF_EMAIL
hei bot,GREETING
analisis tidak perpanjang berdasarkan kontrak,SEGMEN_ANALISIS
customer top account dengan feature adoption rendah siapa,VIP_RISK
coba ketikkan draf pesan untuk klien C-0175,DRAF_EMAIL
ketikkan penawaran khusus via pesan untuk konsumen premium,DRAF_EMAIL
bagaimana probabilitas churn secara keseluruhan hari terakhir,METRIK_OVERVIEW
konsumen pelanggan besar dengan jumlah tiket rendah siapa,VIP_RISK
subscriber top account dengan jumlah tiket rendah siapa,VIP_RISK
berikan dashboard tahun ini,METRIK_OVERVIEW
siapa pelanggan big client yang berisiko putus kontrak,VIP_RISK
ada fitur saja,GREETING
apa pola pengguna yang churn di plan premium,FAKTOR_CHURN
ada berapa subscriber kontrak tahunan yang mau tidak aktif lagi,JUMLAH_RISIKO_TINGGI
daftarkan subscriber pelanggan utama yang mau berhenti,VIP_RISK
kenapa akun plan enterprise banyak yang cancel,FAKTOR_CHURN
driver mana yang paling mempengaruhi hengkang,FAKTOR_CHURN
days since login secara keseluruhan hari ini,METRIK_OVERVIEW
cara kerja random forest prediksi cabut,MODEL_INFO
solusi untuk member yang terakhir login-nya rendah,STRATEGI_RETENSI
list subscriber VIP yang probabilitas resign-nya tinggi,VIP_RISK
segmen mana yang paling banyak off,SEGMEN_ANALISIS
berikan pemakaian bulanan untuk pelanggan C-0650,ANALISIS_PELANGGAN
nasabah premium dengan pemakaian bulanan rendah siapa,VIP_RISK
performa neural network prediksi,MODEL_INFO
bagaimana banyak tiket support mempengaruhi keluar,FAKTOR_CHURN
upaya untuk customer yang revenue-nya rendah,STRATEGI_RETENSI
diminta ketikkan draf pesan untuk customer C-0300,DRAF_EMAIL
please susunkan pesan retensi penawaran untuk pengguna,DRAF_EMAIL
bikin surat elektronik follow up untuk user C-0150,DRAF_EMAIL
susunkan pesan diskon follow up untuk nasabah C-0175,DRAF_EMAIL
statistik resign untuk kontrak kuartalan,TREN_CHURN
rekomendasi mempertahankan pelanggan plan enterprise,STRATEGI_RETENSI
bagaimana pola unsubscribe semester ini,TREN_CHURN
pola off untuk kontrak monthly,TREN_CHURN
yo,GREETING
kenapa banyak customer triwulan yang mundur,FAKTOR_CHURN
upaya mempertahankan akun plan enterprise,STRATEGI_RETENSI
persentase unsubscribe tiap kelompok akun,SEGMEN_ANALISIS
pergerakan angka cancel tahun ini,TREN_CHURN
pendekatan untuk pengguna yang net promoter score-nya rendah,STRATEGI_RETENSI
jabarkan revenue untuk user C-0015,ANALISIS_PELANGGAN
apa yang dipakai machine learning untuk prediksi tidak perpanjang,MODEL_INFO
update kondisi dong,METRIK_OVERVIEW
apa pola akun yang cabut di plan enterprise,FAKTOR_CHURN
teknik model untuk keluar,MODEL_INFO
rancangkan draf pesan diskon untuk user C-0012,DRAF_EMAIL
kenapa customer plan premium banyak yang cancel,FAKTOR_CHURN
bagaimana ticket count mempengaruhi keluar,FAKTOR_CHURN
model ML apa yang digunakan untuk prediksi cancel,MODEL_INFO
analisis berhenti berlangganan berdasarkan basic,SEGMEN_ANALISIS
analisis resign berdasarkan kontrak triwulan,SEGMEN_ANALISIS
angka pelanggan yang mau churn,JUMLAH_RISIKO_TINGGI
bagaimana statistik tidak aktif lagi tahun lalu,TREN_CHURN
bikin notifikasi follow up untuk konsumen C-0650,DRAF_EMAIL
apa hubungan net promoter score dengan risiko mundur,FAKTOR_CHURN
coba cek akun pelanggan utama yang mau kabur,VIP_RISK
performa machine learning prediksi berhenti berlangganan,MODEL_INFO
bagaimana total tagihan berbeda antar starter,SEGMEN_ANALISIS
model prediksi apa yang digunakan prediksi resign,MODEL_INFO
hai malam,GREETING
yo,GREETING
kerjakan pesan diskon follow up untuk akun C-0006,DRAF_EMAIL
sajikan skor kepuasan untuk konsumen C-0025,ANALISIS_PELANGGAN
kelompok pelanggan mana yang paling hengkang,SEGMEN_ANALISIS
bagaimana pendapatan berbeda antar paket tahunan,SEGMEN_ANALISIS
seberapa banyak pelanggan kontrak kuartalan yang mau cancel,JUMLAH_RISIKO_TINGGI
teknik untuk customer yang net promoter score-nya rendah,STRATEGI_RETENSI
historis mundur untuk kontrak tahunan,TREN_CHURN
ada berapa user kontrak tahunan yang mau mundur,JUMLAH_RISIKO_TINGGI
perlihatkan risk score untuk pelanggan C-0100,ANALISIS_PELANGGAN
performa ML prediksi hengkang,MODEL_INFO
apa pola pengguna yang putus kontrak di plan premium,FAKTOR_CHURN
kondisi pengguna kuartal gimana,METRIK_OVERVIEW
hi there,GREETING
upaya untuk user yang pembayaran terlambat-nya rendah,STRATEGI_RETENSI
apa yang membuat pelanggan tidak perpanjang,FAKTOR_CHURN
tanda mana yang paling mempengaruhi berhenti,FAKTOR_CHURN
gimana caranya biar akun ga keluar,STRATEGI_RETENSI
compose teks penawaran untuk member pelanggan prioritas yang mau keluar,DRAF_EMAIL
buka pembayaran terlambat untuk nasabah C-0047,ANALISIS_PELANGGAN
AI untuk cancel,MODEL_INFO
tier apa yang paling aman dari mundur,SEGMEN_ANALISIS
coba sebutkan pemicu churn tertinggi,FAKTOR_CHURN
bikinkan draf notifikasi untuk subscriber C-0075,DRAF_EMAIL
bantu susun pesan penawaran untuk nasabah,DRAF_EMAIL
berapa total member churn lalu,METRIK_OVERVIEW
bagaimana chart putus kontrak tahun ini,TREN_CHURN
metrik utama semester ini,METRIK_OVERVIEW
halo selamat,GREETING
uraikan risk score untuk klien C-0050,ANALISIS_PELANGGAN
kondisi kuartal ini gimana,METRIK_OVERVIEW
summary metrik,METRIK_OVERVIEW
bagaimana ticket count secara keseluruhan minggu,METRIK_OVERVIEW
variabel terpenting penentu putus kontrak,FAKTOR_CHURN
total pengguna kontrak tahunan yang mau churn,JUMLAH_RISIKO_TINGGI
berikan laporan bulan lalu,METRIK_OVERVIEW
kasih tau dunning count untuk subscriber C-1000,ANALISIS_PELANGGAN
apa hubungan tingkat adopsi fitur dengan risiko churn,FAKTOR_CHURN
perubahan putus kontrak plan basic gimana,TREN_CHURN
kelompok pelanggan mana paling banyak hengkang,SEGMEN_ANALISIS
random apa yang digunakan untuk prediksi cabut,MODEL_INFO
paket tahunan apa yang paling aman dari churn,SEGMEN_ANALISIS
solusi untuk pengguna yang skor kepuasan-nya rendah,STRATEGI_RETENSI
kontrak annual apa yang paling aman dari,SEGMEN_ANALISIS
breakdown cabut per monthly,SEGMEN_ANALISIS
halo ada,GREETING
akun revenue tertinggi dengan revenue rendah siapa,VIP_RISK
bisa tanya,GREETING
bikin surat elektronik follow up untuk konsumen C-0200,DRAF_EMAIL
daftarkan member akun strategis yang mau putus kontrak,VIP_RISK
compose pesan retensi untuk pengguna high value yang mau tidak lanjut,DRAF_EMAIL
berapa pelanggan kontrak semi-annual yang mau off,JUMLAH_RISIKO_TINGGI
bagaimana feature adoption secara keseluruhan pekan ini,METRIK_OVERVIEW
kolom skor risiko mana yang paling penting untuk prediksi off,FAKTOR_CHURN
berikan tenure untuk member C-0004,ANALISIS_PELANGGAN
eh hai,GREETING
apa hubungan skor kepuasan dengan risiko tidak lanjut,FAKTOR_CHURN
nasabah pelanggan besar mana yang mau cabut,VIP_RISK
pola off rate tahun lalu,TREN_CHURN
kolom apa yang dipakai model ML untuk prediksi tidak aktif lagi,MODEL_INFO
halo copilot,GREETING
di situ,GREETING
teknik sistem untuk mundur,MODEL_INFO
apakah ticket count berkorelasi dengan keluar,FAKTOR_CHURN
statistik tidak lanjut kuartal lalu,TREN_CHURN
berikan risk score untuk member C-0100,ANALISIS_PELANGGAN
kenapa banyak customer annual yang hengkang,FAKTOR_CHURN
customer klien kakap dengan banyak tiket support rendah siapa,VIP_RISK
customer big client dengan usage rendah siapa,VIP_RISK
kebijakan apa untuk retensi akun enterprise,STRATEGI_RETENSI
bagaimana total billed mempengaruhi hengkang,FAKTOR_CHURN
konsumen VIP dengan keterlambatan bayar rendah siapa,VIP_RISK
breakdown cabut per paket bulanan,SEGMEN_ANALISIS
total akun kontrak semi-annual yang mau unsubscribe,JUMLAH_RISIKO_TINGGI
analisis resign berdasarkan,SEGMEN_ANALISIS
berapa pengguna baru minggu,METRIK_OVERVIEW
apakah customer C-0075 berisiko berhenti berlangganan,ANALISIS_PELANGGAN
mana yang lebih banyak tidak antara basic,SEGMEN_ANALISIS
compare keluar plan professional vs plan lain,SEGMEN_ANALISIS
bagaimana net promoter score keseluruhan bulan lalu,METRIK_OVERVIEW
ketikkan draf email untuk pengguna C-0021,DRAF_EMAIL
kebijakan mempertahankan konsumen plan enterprise,STRATEGI_RETENSI
rencana untuk konsumen yang dunning count-nya rendah,STRATEGI_RETENSI
draftkankan draf pesan untuk pengguna C-0030,DRAF_EMAIL
bagaimana terakhir login dari user C-0800,ANALISIS_PELANGGAN
breakdown resign per basic,SEGMEN_ANALISIS
list customer enterprise yang probabilitas hengkang-nya tinggi,VIP_RISK
langkah untuk klien yang keterlambatan bayar-nya rendah,STRATEGI_RETENSI
tren unsubscribe untuk kontrak triwulan,TREN_CHURN
hai selamat,GREETING
konsumen mana yang paling tidak lanjut,SEGMEN_ANALISIS
sajikan dunning count untuk pelanggan C-0450,ANALISIS_PELANGGAN
klien pelanggan prioritas dengan days since login rendah siapa,VIP_RISK
fitur apa saja,GREETING
yo,GREETING
tanda apa saja yang menyebabkan berhenti,FAKTOR_CHURN
bagaimana kurva cancel semester ini,TREN_CHURN
siapa subscriber VIP yang berisiko churn,VIP_RISK
paket tahunan mana paling banyak resign,SEGMEN_ANALISIS
segmen mana paling banyak resign,SEGMEN_ANALISIS
jumlah user yang probabilitas cancel-nya di atas 70 persen,JUMLAH_RISIKO_TINGGI
bagaimana perkembangan unsubscribe bulan ini,TREN_CHURN
hai semuanya,GREETING
ringkasan performa bisnis bulan,METRIK_OVERVIEW
berikan skor risiko untuk klien C-0200,ANALISIS_PELANGGAN
kontrak mana yang paling banyak unsubscribe,SEGMEN_ANALISIS
berapa banyak nasabah kontrak kuartalan yang mau tidak perpanjang,JUMLAH_RISIKO_TINGGI
bagaimana cara kerja sistem prediksi prediksi cancel,MODEL_INFO
bagaimana tren tidak perpanjang 30 hari terakhir,TREN_CHURN
siapkankan draf email untuk akun C-0250,DRAF_EMAIL
summary kondisi subscriber saat ini,METRIK_OVERVIEW
tunjukkan pendapatan untuk customer C-0006,ANALISIS_PELANGGAN
breakdown berhenti per segmen,SEGMEN_ANALISIS
bagaimana tips mencegah unsubscribe,STRATEGI_RETENSI
kondisi pelanggan pekan ini,METRIK_OVERVIEW
apa pola klien yang tidak lanjut di plan enterprise,FAKTOR_CHURN
berapa total nasabah plan premium yang berisiko tinggi,JUMLAH_RISIKO_TINGGI
kolom apa yang teknologi untuk prediksi keluar,MODEL_INFO
cek skor kepuasan untuk akun C-0015,ANALISIS_PELANGGAN
halo,GREETING
sistem cerdas prediksi berhenti,MODEL_INFO
total subscriber kontrak triwulan yang mau churn,JUMLAH_RISIKO_TINGGI
bagaimana pendapatan secara bulan lalu,METRIK_OVERVIEW
rencana untuk customer yang pemakaian bulanan-nya rendah,STRATEGI_RETENSI
berapa jumlah user risiko tinggi,JUMLAH_RISIKO_TINGGI
bikinkan draf surat untuk member C-0750,DRAF_EMAIL
siapkan pesan follow up follow up untuk akun C-0250,DRAF_EMAIL
kenapa banyak akun semi-annual yang cabut,FAKTOR_CHURN
rencana untuk subscriber yang risk score-nya rendah,STRATEGI_RETENSI
hello,GREETING
siapa klien pelanggan prioritas yang berisiko putus kontrak,VIP_RISK
kenapa banyak klien tahunan yang cancel,FAKTOR_CHURN
ketikkankan draf pesan follow up untuk klien C-0021,DRAF_EMAIL
apakah mundur naik atau turun bulan lalu,TREN_CHURN
bikin surat elektronik follow up untuk klien C-0350,DRAF_EMAIL
berapa total nasabah minggu lalu,METRIK_OVERVIEW
akun pelanggan prioritas mana yang mau cabut,VIP_RISK
berapa member baru tahun,METRIK_OVERVIEW
hei apa bot,GREETING
pengguna pelanggan besar dengan keterlambatan bayar rendah siapa,VIP_RISK
mohon cek konsumen big client yang mau kabur,VIP_RISK
performa model prediksi keluar,MODEL_INFO
perubahan berhenti rate pekan ini,TREN_CHURN
bagaimana days login secara keseluruhan minggu lalu,METRIK_OVERVIEW
uraikan jumlah dunning untuk customer C-0600,ANALISIS_PELANGGAN
analisis tidak aktif berdasarkan enterprise,SEGMEN_ANALISIS
selamat sore,GREETING
kolom apa yang dipakai model untuk prediksi off,MODEL_INFO
apa pola pelanggan yang berhenti berlangganan di plan premium,FAKTOR_CHURN
kenapa nasabah plan premium banyak yang putus kontrak,FAKTOR_CHURN
donk cek member revenue tertinggi yang mau kabur,VIP_RISK
buka late payment untuk nasabah C-0001,ANALISIS_PELANGGAN
perkembangan mundur rate minggu lalu,TREN_CHURN
bagaimana skor risiko mempengaruhi resign,FAKTOR_CHURN
dong sebutkan pemicu tidak aktif lagi tertinggi,FAKTOR_CHURN
periksa banyak tiket support untuk customer C-0025,ANALISIS_PELANGGAN
perubahan cancel rate bulan lalu,TREN_CHURN
bagaimana upaya mencegah tidak perpanjang,STRATEGI_RETENSI
machine learning prediksi unsubscribe,MODEL_INFO
inisiatif untuk pelanggan yang total billed-nya rendah,STRATEGI_RETENSI
bagaimana hari sejak login berbeda antar kontrak annual,SEGMEN_ANALISIS
pelanggan klien kakap dengan churn probability rendah siapa,VIP_RISK
apa hubungan churn probability dengan risiko hengkang,FAKTOR_CHURN
perlihatkan probabilitas churn untuk pengguna C-0021,ANALISIS_PELANGGAN
analisis aktif lagi berdasarkan paket bulanan,SEGMEN_ANALISIS
apa atribut utama hengkang,FAKTOR_CHURN
langkah untuk user yang late payment-nya rendah,STRATEGI_RETENSI
kenapa banyak subscriber bulanan yang keluar,FAKTOR_CHURN
sore copilot,GREETING
teknik untuk customer yang pendapatan-nya rendah,STRATEGI_RETENSI
langkah untuk subscriber yang NPS-nya rendah,STRATEGI_RETENSI
bisa ketikkan surat untuk nasabah C-0012,DRAF_EMAIL
seberapa banyak subscriber kontrak monthly yang mau keluar,JUMLAH_RISIKO_TINGGI
bikin surat follow up untuk pengguna C-0400,DRAF_EMAIL
pelanggan big client dengan nilai kontrak rendah siapa,VIP_RISK
seberapa banyak klien yang probabilitas off-nya di atas 70 persen,JUMLAH_RISIKO_TINGGI
susunkankan draf surat untuk nasabah C-0600,DRAF_EMAIL
buatkankan draf pesan retensi untuk pelanggan C-0850,DRAF_EMAIL
daftarkan user VIP yang mau resign,VIP_RISK
berapa banyak member kategori kritis,JUMLAH_RISIKO_TINGGI
apa pola pelanggan yang mundur di plan professional,FAKTOR_CHURN
buka jumlah dunning untuk subscriber C-0047,ANALISIS_PELANGGAN
breakdown tidak aktif lagi per paket bulanan,SEGMEN_ANALISIS
premium mana yang paling unsubscribe,SEGMEN_ANALISIS
akun top account mana yang mau unsubscribe,VIP_RISK
tolong ketikkan surat untuk klien C-0050,DRAF_EMAIL
daftarkan nasabah top account yang mau putus kontrak,VIP_RISK
ketikkan pesan retensi follow up untuk nasabah C-0175,DRAF_EMAIL
cara menjaga pelanggan agar tidak tidak perpanjang,STRATEGI_RETENSI
nasabah baru 30 hari terakhir,METRIK_OVERVIEW
berapa banyak subscriber yang probabilitas tidak aktif lagi-nya di atas 70 persen,JUMLAH_RISIKO_TINGGI
evolusi putus kontrak rate bulan ini,TREN_CHURN
perlihatkan skor risiko untuk nasabah C-0050,ANALISIS_PELANGGAN
di situ,GREETING
pengguna top account dengan risk score rendah siapa,VIP_RISK
siapa subscriber enterprise yang berisiko berhenti berlangganan,VIP_RISK
upaya untuk klien yang pemakaian bulanan-nya rendah,STRATEGI_RETENSI
status cancel ini,METRIK_OVERVIEW
gimana kabar,GREETING
apakah off naik atau turun kuartal lalu,TREN_CHURN
jumlah nasabah kontrak annual yang mau unsubscribe,JUMLAH_RISIKO_TINGGI
berikan overview dashboard pekan ini,METRIK_OVERVIEW
perlihatkan late payment untuk customer C-0500,ANALISIS_PELANGGAN
AI apa yang digunakan untuk prediksi perpanjang,MODEL_INFO
bagaimana model memprediksi berhenti berlangganan,MODEL_INFO
met siang,GREETING
bagaimana NPS secara 60 hari terakhir,METRIK_OVERVIEW
berapa total subscriber churn kuartal,METRIK_OVERVIEW
halo bantuan,GREETING
berikan ticket count untuk customer C-0300,ANALISIS_PELANGGAN
ketikkan draf draf pesan untuk user C-0850,DRAF_EMAIL
program retensi apa yang efektif untuk klien tahunan,STRATEGI_RETENSI
berapa total subscriber kontrak semi-annual yang mau berhenti,JUMLAH_RISIKO_TINGGI
kondisi kuartal lalu gimana,METRIK_OVERVIEW
ringkasan konsumen C-0700,ANALISIS_PELANGGAN
pagi,GREETING
bagaimana jumlah dunning secara bulan lalu,METRIK_OVERVIEW
breakdown cancel per starter,SEGMEN_ANALISIS
persentase berhenti berlangganan tiap kelompok klien,SEGMEN_ANALISIS
berapa total pelanggan pekan ini,METRIK_OVERVIEW
apakah pengguna C-0015 berisiko berhenti,ANALISIS_PELANGGAN
teknik model prediksi tidak perpanjang,MODEL_INFO
cek tenure untuk akun C-0010,ANALISIS_PELANGGAN
draftkan notifikasi follow up untuk user C-1000,DRAF_EMAIL
ketikkan email follow up untuk user C-0007,DRAF_EMAIL
kenapa banyak nasabah kuartalan yang tidak perpanjang,FAKTOR_CHURN
jabarkan probabilitas churn untuk subscriber C-0850,ANALISIS_PELANGGAN
pergerakan angka unsubscribe 30 hari terakhir,TREN_CHURN
jumlah subscriber yang mau berhenti,JUMLAH_RISIKO_TINGGI
perubahan churn rate kuartal ini,TREN_CHURN
berikan hari sejak login untuk pelanggan C-0550,ANALISIS_PELANGGAN
bagaimana perubahan berhenti berlangganan 60 hari terakhir,TREN_CHURN
composekankan draf draf pesan untuk pelanggan C-0001,DRAF_EMAIL
tindakan mempertahankan nasabah plan basic,STRATEGI_RETENSI
tunjukkan days since login untuk customer C-0900,ANALISIS_PELANGGAN
tunjukkan revenue untuk user C-0400,ANALISIS_PELANGGAN
bagaimana cerdas memprediksi tidak lanjut,MODEL_INFO
atribut dominan putus kontrak apa,FAKTOR_CHURN
susunkan draf pesan diskon untuk pelanggan C-0010,DRAF_EMAIL
pergerakan angka putus kontrak kuartal ini,TREN_CHURN
kurva tidak aktif lagi untuk kontrak bulanan,TREN_CHURN
bagaimana cara kerja prediksi mundur,MODEL_INFO
kondisi tahun ini gimana,METRIK_OVERVIEW
bagaimana cara mencegah churn,STRATEGI_RETENSI
siapkan pesan khusus untuk subscriber pelanggan besar,DRAF_EMAIL
tunjukkan banyak tiket support untuk nasabah C-0600,ANALISIS_PELANGGAN
analisis putus kontrak berdasarkan enterprise,SEGMEN_ANALISIS
bagaimana pembayaran terlambat mempengaruhi off,FAKTOR_CHURN
tindakan untuk user yang usage-nya rendah,STRATEGI_RETENSI
bagaimana pergerakan churn kuartal lalu,TREN_CHURN
kategori apa yang paling aman dari tidak perpanjang,SEGMEN_ANALISIS
penyebab apa saja yang menyebabkan resign,FAKTOR_CHURN
hei copilot,GREETING
buat notifikasi follow up untuk klien C-0200,DRAF_EMAIL
analisis berhenti berdasarkan kontrak annual,SEGMEN_ANALISIS
kenapa banyak pengguna monthly yang putus kontrak,FAKTOR_CHURN
apakah angka hengkang kita membaik pekan ini,TREN_CHURN
halo ada,GREETING
mana yang lebih banyak cabut antara tier,SEGMEN_ANALISIS
halo copilot,GREETING
breakdown tidak perpanjang per paket bulanan,SEGMEN_ANALISIS
user baru kuartal lalu,METRIK_OVERVIEW
hitung user kontrak triwulan yang mau berhenti berlangganan,JUMLAH_RISIKO_TINGGI
di situ,GREETING
rancang draf pesan follow up untuk akun C-0900,DRAF_EMAIL
tunjukkan net promoter score untuk pelanggan C-0100,ANALISIS_PELANGGAN
mana yang paling banyak cancel,SEGMEN_ANALISIS
tren cabut plan premium gimana,TREN_CHURN
daftarkan subscriber akun strategis yang mau unsubscribe,VIP_RISK
breakdown kontrak per kategori,SEGMEN_ANALISIS
bagaimana sistem AI resign,MODEL_INFO
bagaimana inisiatif mencegah cancel,STRATEGI_RETENSI
jumlah klien yang mau tidak perpanjang,JUMLAH_RISIKO_TINGGI
apa pola member yang hengkang di plan starter,FAKTOR_CHURN
total customer kontrak bulanan yang mau berhenti berlangganan,JUMLAH_RISIKO_TINGGI
gimana caranya biar pengguna ga mundur,STRATEGI_RETENSI
chart tidak aktif lagi rate 60 hari terakhir,TREN_CHURN
analisis unsubscribe paket kuartalan,SEGMEN_ANALISIS
bisa apa saja,GREETING
apa pola member yang resign di plan professional,FAKTOR_CHURN
minta cek nasabah premium yang mau kabur,VIP_RISK
yang lebih banyak keluar antara starter,SEGMEN_ANALISIS
customer enterprise dengan terakhir login rendah siapa,VIP_RISK
hei copilot,GREETING
cara menjaga klien agar tidak tidak perpanjang,STRATEGI_RETENSI
hai selamat,GREETING
inisiatif mempertahankan member plan starter,STRATEGI_RETENSI
berapa banyak klien kontrak kuartalan yang mau putus kontrak,JUMLAH_RISIKO_TINGGI
user pelanggan besar mana yang mau berhenti berlangganan,VIP_RISK
member big client mana yang mau berhenti berlangganan,VIP_RISK
perkembangan off rate bulan ini,TREN_CHURN
halo halo,GREETING
analisis risk score untuk member C-0900,ANALISIS_PELANGGAN
langkah untuk pengguna yang days since login-nya rendah,STRATEGI_RETENSI
bagaimana risk score dari pengguna C-0400,ANALISIS_PELANGGAN
rencana untuk akun yang feature adoption-nya rendah,STRATEGI_RETENSI
perbandingan berhenti berlangganan antar paket kuartalan,SEGMEN_ANALISIS
keluar berdasarkan basic,SEGMEN_ANALISIS
breakdown berhenti per kuartalan,SEGMEN_ANALISIS
bagaimana pembayaran terlambat keseluruhan 90 hari terakhir,METRIK_OVERVIEW
hitung user kontrak annual yang mau churn,JUMLAH_RISIKO_TINGGI
seberapa banyak member kontrak triwulan yang mau keluar,JUMLAH_RISIKO_TINGGI
performa model ML cancel,MODEL_INFO
tuliskan pesan follow up untuk nasabah C-0003,DRAF_EMAIL
segmen apa yang paling aman dari cabut,SEGMEN_ANALISIS
buka hari sejak login untuk akun C-0006,ANALISIS_PELANGGAN
apa hubungan banyak tiket support dengan risiko berhenti,FAKTOR_CHURN
forest apa yang digunakan untuk prediksi resign,MODEL_INFO
kebijakan untuk pengguna yang keterlambatan bayar-nya rendah,STRATEGI_RETENSI
jabarkan days since login untuk akun C-0002,ANALISIS_PELANGGAN
bagaimana skor kepuasan mempengaruhi hengkang,FAKTOR_CHURN
bagaimana skor risiko mempengaruhi mundur,FAKTOR_CHURN
sajikan metrik utama bulan ini,METRIK_OVERVIEW
perlihatkan jumlah dunning untuk user C-0015,ANALISIS_PELANGGAN
jumlah subscriber yang probabilitas tidak perpanjang-nya di atas 70 persen,JUMLAH_RISIKO_TINGGI
total subscriber kontrak semi-annual yang mau hengkang,JUMLAH_RISIKO_TINGGI
cek utama 90 hari terakhir,METRIK_OVERVIEW
perlihatkan banyak tiket support untuk pelanggan C-0700,ANALISIS_PELANGGAN
paket apa yang paling aman dari off,SEGMEN_ANALISIS
bagaimana probabilitas churn antar premium,SEGMEN_ANALISIS
berapa akun baru kuartal ini,METRIK_OVERVIEW
buka jumlah dunning untuk nasabah C-0800,ANALISIS_PELANGGAN
algoritma apa yang untuk prediksi churn,MODEL_INFO
siapa akun pelanggan besar yang berisiko berhenti berlangganan,VIP_RISK
angka klien yang mau hengkang,JUMLAH_RISIKO_TINGGI
breakdown putus kontrak per,SEGMEN_ANALISIS
daftarkan customer revenue tertinggi yang mau resign,VIP_RISK
performa AI prediksi putus,MODEL_INFO
bagaimana cara kerja prediksi resign,MODEL_INFO
mohon cek nasabah klien kakap yang mau kabur,VIP_RISK
perbandingan hengkang antar professional,SEGMEN_ANALISIS
bagaimana model memprediksi cabut,MODEL_INFO
berikan tingkat adopsi fitur untuk nasabah C-0015,ANALISIS_PELANGGAN
permisi bot,GREETING
perkembangan putus kontrak untuk kontrak bulanan,TREN_CHURN
elemen apa saja yang menyebabkan off,FAKTOR_CHURN
